n;PMID
6138;33393340
6139;31545067
6140;30540732
6141;30517507
6142;30118471
6143;29924273
6144;29254597
6145;28633332
6146;27131945
6147;28327829
6148;20445719
6149;20363373
6150;19270283
6151;17762782
6152;12525848
6153;11818992
6154;11818988
6155;9430523
6156;12165792
6157;1602458
6158;1820180
6159;24584799
6160;39538400
6161;39166644
6162;38522780
6163;38417302
6164;37597229
6165;36513354
6166;36154738
6167;35613397
6168;34998727
6169;34724695
6170;34724693
6171;34724692
6172;32876632
6173;32369471
6174;30726427
6175;29093597
6176;28489843
6177;28489830
6178;27513591
6179;25123868
6180;25123856
6181;24152958
6182;23128955
6183;22476119
6184;22086314
6185;20714003
6186;19424404
6187;18641783
6188;18641780
6189;18256419
6190;15910994
6191;15098044
6192;12768210
6193;12172565
6194;9820392
6195;12165789
6196;8809975
6197;1820181
6198;34152949
6199;31994653
6200;41230670
6201;40372195
6202;39088523
6203;39019808
6204;37226076
6205;35896074
6206;35613401
6207;35385017
6208;34347772
6209;33406844
6210;31042244
6211;29931990
6212;26802892
6213;26481723
6214;26397283
6215;25293985
6216;22884008
6217;22086625
6218;21845321
6219;21836659
6220;21467019
6221;21279295
6222;21072453
6223;21544150
6224;19609330
6225;14716426
6226;14716425
6227;14716419
6228;12853992
6229;12853990
6230;11879964
6231;11818993
6232;10492791
6233;12165793
6234;7537547
6235;1307760
6236;15683427
6237;33413060
6238;2525393
6239;41061856
6240;37766298
6241;37085054
6242;36298655
6243;36197422
6244;32736625
6245;31027941
6246;30817756
6247;28457412
6248;26355305
6249;21625634
6250;20642400
6251;19475604
6252;11182071
6253;10533661
6254;549571
6255;38135838
6256;35891356
6257;31859916
6258;26133128
6259;26112316
6260;25365298
6261;17591104
6262;17561863
6263;16354424
6264;8561271
6265;37075438
6266;35320682
6267;31576978
6268;25528539
6269;24728243
6270;21842115
6271;20563485
6272;17609053
6273;16715111
6274;15678205
6275;12210429
6276;1413453
6277;21535077
6278;14109053
6279;7732230
6280;17061480
6281;6431291
6282;14102525
6283;6436364
6284;41146518
6285;33310068
6286;32499144
6287;20835589
6288;17651213
6289;16410889
6290;12505637
6291;11748654
6292;29087736
6293;15024742
6294;37601009
6295;40524210
6296;3006719
6297;14142203
6298;23471428
6299;5601310
6300;39810007
6301;39166580
6302;34529672
6303;32317697
6304;31087672
6305;28562795
6306;23638063
6307;20563925
6308;16311344
6309;9845823
6310;34970264
6311;12873588
6312;41179728
6313;10953607
6314;38730249
6315;35239829
6316;34424863
6317;29794601
6318;28782578
6319;26783162
6320;25863261
6321;22965363
6322;21412786
6323;19195927
6324;18254750
6325;12894316
6326;39599849
6327;35458462
6328;34343123
6329;32907641
6330;28885693
6331;27253738
6332;17384798
6333;12445329
6334;11725226
6335;8835347
6336;4729743
6337;27690306
6338;39104086
6339;31176604
6340;29735785
6341;28500726
6342;26426832
6343;24626418
6344;23912376
6345;23494156
6346;20231986
6347;18719801
6348;16127560
6349;15448809
6350;30042151
6351;3979961
6352;14277782
6353;20495661
6354;40704435
6355;38278373
6356;36279965
6357;34743021
6358;32251214
6359;31589921
6360;30007984
6361;28724049
6362;20463962
6363;18833399
6364;16113879
6365;15979486
6366;37813358
6367;37466569
6368;35405144
6369;27049486
6370;26580855
6371;25042789
6372;22103463
6373;21193969
6374;20520973
6375;19579615
6376;17336262
6377;15242489
6378;12125910
6379;30502301
6380;28115008
6381;7557285
6382;13858258
6383;30772241
6384;30512182
6385;28060860
6386;26676491
6387;26626637
6388;25851311
6389;25766773
6390;24697276
6391;23090224
6392;21584420
6393;20304152
6394;20232006
6395;19962165
6396;17704535
6397;7747313
6398;29091323
6399;40900243
6400;14577931
6401;36129623
6402;25279715
6403;21934526
6404;21085860
6405;19995540
6406;19208297
6407;15194325
6408;14090105
6409;16901748
6410;19794035
6411;25327193
6412;12347260
6413;3013000
6414;7224452
6415;39035555
6416;32148208
6417;31247632
6418;27742292
6419;20304153
6420;18979898
6421;17663403
6422;16842318
6423;11990698
6424;36350959
6425;33731594
6426;31340901
6427;31113587
6428;29920871
6429;28233747
6430;27865386
6431;27119143
6432;26036506
6433;25544020
6434;25019649
6435;23117613
6436;19178102
6437;19142170
6438;19120878
6439;16500386
6440;15264047
6441;15084223
6442;14635027
6443;40807423
6444;38055377
6445;29289796
6446;28233750
6447;25498098
6448;25055065
6449;17293918
6450;24018491
6451;16870116
6452;20351620
6453;186440
6454;28606415
6455;25624410
6456;21468471
6457;20405017
6458;15558184
6459;9093950
6460;31058612
6461;30913090
6462;30880098
6463;28028370
6464;27759574
6465;25841578
6466;22242901
6467;10508877
6468;17966579
6469;39985934
6470;26965155
6471;24794796
6472;24472141
6473;21801502
6474;16878256
6475;35336914
6476;36229278
6477;31167733
6478;30527229
6479;27742291
6480;25769737
6481;25131043
6482;21604358
6483;12677269
6484;6414320
6485;2905314
6486;24673916
6487;31804727
6488;29579830
6489;28738386
6490;27493107
6491;20304177
6492;15761604
6493;15304178
6494;23506091
6495;9699251
6496;10355311
6497;39401751
6498;39254074
6499;37352297
6500;32315810
6501;32012132
6502;30126364
6503;23270376
6504;19524079
6505;11956646
6506;25797191
6507;2775403
6508;8092915
6509;38555601
6510;35578384
6511;29434450
6512;24907468
6513;23026606
6514;21968460
6515;21857319
6516;18317655
6517;16106321
6518;21693183
6519;7123667
6520;34161370
6521;31619264
6522;28714924
6523;23625323
6524;20963332
6525;19235862
6526;25970604
6527;3149420
6528;7134738
6529;29436977
6530;36888957
6531;36749743
6532;36037847
6533;30657090
6534;30499594
6535;30045096
6536;28669615
6537;28554002
6538;28524366
6539;25022566
6540;22729189
6541;19215334
6542;15543379
6543;40606503
6544;19379837
6545;26706807
6546;3607349
6547;1820602
6548;12290551
6549;27384630
6550;38166687
6551;14636481
6552;12175549
6553;23875049
6554;39815185
6555;29856944
6556;24535152
6557;23329221
6558;10385669
6559;6320332
6560;550292
6561;40207509
6562;38534120
6563;34550257
6564;31437184
6565;24555665
6566;22882694
6567;18096448
6568;16968509
6569;11920814
6570;32564116
6571;24259970
6572;36601051
6573;40662045
6574;7241099
6575;39088522
6576;38240549
6577;38228305
6578;37310579
6579;35934359
6580;33244977
6581;32730529
6582;32220159
6583;31401043
6584;30738022
6585;30661455
6586;29966389
6587;29459807
6588;29383964
6589;29359844
6590;29140538
6591;28148909
6592;27219310
6593;27110025
6594;26120855
6595;23400200
6596;23267794
6597;22284044
6598;19350156
6599;18243842
6600;18217900
6601;17112918
6602;15538832
6603;11830338
6604;11483275
6605;8851212
6606;40481483
6607;38113664
6608;37167469
6609;34419411
6610;32749889
6611;30612926
6612;30268040
6613;23734899
6614;23450407
6615;19413715
6616;15239596
6617;12882487
6618;11781607
6619;16925092
6620;15337266
6621;37164796
6622;37152523
6623;35896075
6624;33608136
6625;32097395
6626;31006582
6627;30694186
6628;29530328
6629;29459813
6630;29248161
6631;27467369
6632;25711751
6633;24505051
6634;23773859
6635;23628169
6636;22370133
6637;21857719
6638;21341933
6639;20436985
6640;17958753
6641;17692473
6642;15022404
6643;11606213
6644;11425978
6645;11424038
6646;30653870
6647;31427198
6648;28288826
6649;39531548
6650;38907976
6651;38097435
6652;38097434
6653;37512136
6654;37433168
6655;36764445
6656;36513359
6657;36371279
6658;34447233
6659;32689980
6660;32602224
6661;30241223
6662;29373778
6663;29182253
6664;29016621
6665;28945797
6666;27622793
6667;25417680
6668;24721963
6669;23715224
6670;22943740
6671;16547695
6672;15962900
6673;15118575
6674;12853986
6675;7823821
6676;2603213
6677;19041429
6678;26052390
6679;30261855
6680;20933106
6681;38797043
6682;33836175
6683;28241780
6684;23632060
6685;19082380
6686;9072784
6687;469898
6688;5070121
6689;25952099
6690;26132499
6691;19408739
6692;1688400
6693;10887591
6694;1288280
6695;8158107
6696;35951618
6697;33134370
6698;31523019
6699;2720256
6700;31393348
6701;26106959
6702;40430238
6703;1208895
6704;10973164
6705;10402972
6706;2629769
6707;28767979
6708;20499664
6709;31275240
6710;40310655
6711;33741024
6712;11391453
6713;9102745
6714;27428611
6715;23427426
6716;2491743
6717;27382800
6718;19148425
6719;37358168
6720;35269830
6721;35181163
6722;34305029
6723;33596465
6724;33399787
6725;33399743
6726;33164205
6727;32686336
6728;32503674
6729;31859959
6730;31859836
6731;31530262
6732;31530056
6733;33625442
6734;31135775
6735;30724988
6736;30534880
6737;30305164
6738;30148914
6739;30148907
6740;30145569
6741;29806682
6742;29488575
6743;29484735
6744;29150921
6745;29080345
6746;28089360
6747;27716736
6748;27028137
6749;27015447
6750;26431345
6751;26049066
6752;24859488
6753;23222808
6754;22689118
6755;22477169
6756;21925123
6757;21593647
6758;21249287
6759;20668813
6760;20614487
6761;20361155
6762;19845853
6763;19701553
6764;19221539
6765;18575666
6766;18496784
6767;18483678
6768;18071789
6769;17728904
6770;17485807
6771;16806086
6772;16425083
6773;16341383
6774;16075127
6775;15543766
6776;14659471
6777;14520238
6778;12662231
6779;12611234
6780;12194691
6781;11869879
6782;11391548
6783;11336070
6784;10752277
6785;11113814
6786;11016064
6787;10737644
6788;10668285
6789;10659727
6790;10513077
6791;10511325
6792;10436701
6793;9581685
6794;9125642
6795;9336064
6796;8947319
6797;9197024
6798;9213885
6799;8733280
6800;8728733
6801;8657966
6802;8525220
6803;7724896
6804;7929170
6805;8202640
6806;8296096
6807;8296086
6808;8296085
6809;8511016
6810;8272630
6811;8272619
6812;8248645
6813;1340975
6814;1342477
6815;9723075
6816;1754158
6817;1843092
6818;1824163
6819;1820694
6820;1669552
6821;1668867
6822;2152667
6823;2152231
6824;2152704
6825;31882561
6826;23490371
6827;22348976
6828;17589922
6829;24587635
6830;17406760
6831;34709312
6832;2534845
6833;40332052
6834;40155718
6835;40053026
6836;39093163
6837;38205716
6838;37607100
6839;38687524
6840;38687521
6841;38687519
6842;37906821
6843;35559589
6844;34106189
6845;33930429
6846;33844748
6847;33652602
6848;32915902
6849;32485991
6850;32450460
6851;32151028
6852;31859803
6853;31694686
6854;31236688
6855;31145737
6856;30534876
6857;30142251
6858;29488563
6859;29286356
6860;29033069
6861;28240998
6862;27232504
6863;27160239
6864;26959834
6865;26547611
6866;26473339
6867;26334297
6868;25909316
6869;25321866
6870;24493130
6871;23563735
6872;22552559
6873;22137030
6874;22045399
6875;21983354
6876;21279287
6877;21249282
6878;20862639
6879;20213267
6880;20009131
6881;19623420
6882;19483346
6883;19333086
6884;19010246
6885;18769793
6886;18662277
6887;18371245
6888;17989857
6889;17980129
6890;17369973
6891;17031852
6892;16554919
6893;15910492
6894;15798872
6895;15743164
6896;15588385
6897;14743694
6898;12139376
6899;11685926
6900;11316178
6901;11227244
6902;10883520
6903;10832901
6904;10710274
6905;10343233
6906;9830517
6907;9775453
6908;9609058
6909;9177529
6910;9197013
6911;9110489
6912;9110486
6913;7503757
6914;7659915
6915;7732229
6916;7732207
6917;8051388
6918;7915041
6919;8191119
6920;8235718
6921;8296078
6922;8272613
6923;8455312
6924;7508140
6925;8449266
6926;1392390
6927;1340959
6928;1341790
6929;1354112
6930;1342423
6931;1726957
6932;1723228
6933;1842124
6934;2089496
6935;2152356
6936;2131523
6937;2322790
6938;2284473
6939;2136695
6940;3367709
6941;2958986
6942;20056605
6943;19479899
6944;2322120
6945;40136215
6946;40856771
6947;40358491
6948;38396750
6949;37906813
6950;37594109
6951;37358181
6952;37358137
6953;37330945
6954;37906822
6955;35506841
6956;35044449
6957;34684386
6958;33844775
6959;33266360
6960;33032979
6961;32954772
6962;32482463
6963;32416179
6964;31859828
6965;31344177
6966;31113577
6967;31095176
6968;30553402
6969;30122643
6970;30063786
6971;29691086
6972;28578603
6973;28478831
6974;28288234
6975;28024140
6976;27493122
6977;26907262
6978;26817509
6979;26599133
6980;26301630
6981;26298296
6982;26256906
6983;25966446
6984;25199559
6985;25179365
6986;25028901
6987;22739945
6988;22286734
6989;22272892
6990;21677341
6991;21301018
6992;21249283
6993;21140051
6994;20714000
6995;20308718
6996;19623414
6997;19621160
6998;19106142
6999;18483667
7000;18179847
7001;18079234
7002;17785149
7003;17060884
7004;16641050
7005;16629654
7006;16557543
7007;16176234
7008;16131845
7009;15862726
7010;15710090
7011;15657556
7012;15461939
7013;15279147
7014;14502829
7015;12611233
7016;12549953
7017;12243517
7018;12239942
7019;12194694
7020;12080876
7021;11974530
7022;11725469
7023;11693880
7024;11141352
7025;10836015
7026;10835722
7027;10817630
7028;10422091
7029;10030780
7030;9860405
7031;9731437
7032;9622175
7033;9567396
7034;9460263
7035;9430938
7036;9116339
7037;8733282
7038;7633577
7039;8525202
7040;8525168
7041;7659897
7042;7761721
7043;7809530
7044;7809426
7045;8085069
7046;8274227
7047;8191137
7048;8491451
7049;8272629
7050;7903815
7051;8303108
7052;7508139
7053;1343376
7054;1340993
7055;1331305
7056;1307002
7057;1343068
7058;1483582
7059;1342468
7060;1844528
7061;1844365
7062;1844291
7063;1844290
7064;1842120
7065;1824160
7066;2131526
7067;1775789
7068;2152718
7069;2152714
7070;2768798
7071;37093429
7072;33113850
7073;33007428
7074;17962361
7075;40906363
7076;29211109
7077;26274497
7078;10374954
7079;15042190
7080;39825812
7081;38801368
7082;37331597
7083;34943914
7084;34479290
7085;34477166
7086;33962666
7087;32986883
7088;32730372
7089;31784035
7090;31711915
7091;31623992
7092;31550050
7093;31126880
7094;29171632
7095;28809732
7096;28249699
7097;28109981
7098;27584135
7099;25353639
7100;26945101
7101;26755858
7102;25864223
7103;25632934
7104;25590267
7105;25536652
7106;25291185
7107;25058527
7108;24378278
7109;24114818
7110;23390114
7111;23282703
7112;23109460
7113;23109445
7114;22250049
7115;22223567
7116;22051749
7117;21681494
7118;21301019
7119;21279258
7120;21194803
7121;20713992
7122;20237828
7123;20172335
7124;20140312
7125;20087590
7126;19966576
7127;19915771
7128;19746282
7129;19621182
7130;19553315
7131;19254350
7132;18219781
7133;18045563
7134;18031401
7135;17988917
7136;17129548
7137;17060887
7138;16758083
7139;16647511
7140;15449549
7141;15332375
7142;14743692
7143;14692302
7144;14615007
7145;14505346
7146;12942594
7147;12922104
7148;12090110
7149;11928040
7150;11129545
7151;10962868
7152;10835757
7153;10835740
7154;10751639
7155;10349114
7156;9674292
7157;9657105
7158;9629758
7159;9453428
7160;9421735
7161;9252088
7162;9515288
7163;9334484
7164;8895015
7165;9041723
7166;8602595
7167;7485078
7168;8655923
7169;7790695
7170;7569463
7171;8728752
7172;8728750
7173;7761719
7174;8141222
7175;7528936
7176;8272639
7177;8303109
7178;1478743
7179;1343377
7180;1592342
7181;1340552
7182;1668992
7183;1844929
7184;1967109
7185;2131527
7186;2691239
7187;3195012
7188;3174702
7189;25647515
7190;24070114
7191;17982259
7192;17294012
7193;2213511
7194;22766994
7195;7475633
7196;23778654
7197;35096868
7198;34495262
7199;2131493
7200;24211628
7201;12221908
7202;2788331
7203;504894
7204;26247383
7205;33338106
7206;9921378
7207;17934636
7208;12587418
7209;27084859
7210;8434457
7211;19331773
7212;35487275
7213;29772892
7214;2138486
7215;14081622
7216;25987847
7217;12436171
7218;13101735
7219;25420101
7220;7185114
7221;39807647
7222;39131679
7223;19474244
7224;3333876
7225;14184429
7226;28811718
7227;34251391
7228;3306707
7229;6220725
7230;10086687
7231;18060268
7232;17785020
7233;1842849
7234;3151103
7235;7396328
7236;35508062
7237;23607919
7238;39991541
7239;24190389
7240;24213200
7241;18976255
7242;27191024
7243;33605346
7244;19347199
7245;40736711
7246;40626827
7247;40400367
7248;39172566
7249;39098024
7250;38271944
7251;37831179
7252;37783530
7253;37582140
7254;37298538
7255;37127248
7256;36825877
7257;36159002
7258;35914951
7259;35900961
7260;35068133
7261;34990325
7262;34914052
7263;34820942
7264;34587309
7265;34414132
7266;34411565
7267;34155791
7268;33147362
7269;33019556
7270;32730545
7271;32534074
7272;32032395
7273;31846615
7274;31266712
7275;31147782
7276;31023615
7277;30920483
7278;30694191
7279;30539986
7280;30417200
7281;30197196
7282;29878434
7283;29850590
7284;29733983
7285;29350402
7286;29069533
7287;29038590
7288;28632826
7289;28255652
7290;27959847
7291;27890462
7292;27723620
7293;27576278
7294;27164347
7295;27163636
7296;26626636
7297;26551411
7298;26149602
7299;25923939
7300;25820543
7301;25769876
7302;25758714
7303;25687263
7304;25671836
7305;25566978
7306;25547687
7307;25493362
7308;25461527
7309;25453596
7310;24950290
7311;24838195
7312;24574711
7313;24529681
7314;24523661
7315;24421268
7316;24388909
7317;24350778
7318;23821693
7319;23485713
7320;23454058
7321;23114284
7322;23093088
7323;22947526
7324;22903531
7325;22819320
7326;22683884
7327;22522855
7328;22088199
7329;21949043
7330;21843516
7331;21842240
7332;21794802
7333;21735455
7334;21672886
7335;21505893
7336;21381411
7337;21311029
7338;21132507
7339;21053481
7340;20842766
7341;20583431
7342;20455757
7343;19932142
7344;19841505
7345;19631168
7346;19502650
7347;19336523
7348;19272130
7349;19221540
7350;19084913
7351;18979901
7352;18803587
7353;18726703
7354;18533358
7355;18346039
7356;18089337
7357;17975486
7358;17955728
7359;17408026
7360;17407991
7361;17388654
7362;17376698
7363;16669866
7364;16552803
7365;16448612
7366;16437678
7367;16277959
7368;16188866
7369;15808524
7370;15785786
7371;15743403
7372;15685935
7373;15481798
7374;15468310
7375;15368444
7376;15324624
7377;15309894
7378;15207133
7379;15176375
7380;15125472
7381;15008960
7382;14708468
7383;14511301
7384;12854149
7385;12818363
7386;12362301
7387;12099639
7388;11915769
7389;11915028
7390;11914144
7391;11910343
7392;11835884
7393;11471322
7394;11437388
7395;11370822
7396;11370179
7397;11321387
7398;11226741
7399;11144945
7400;11078946
7401;11050806
7402;10975019
7403;10738899
7404;10735611
7405;10708659
7406;10190728
7407;10064113
7408;9887355
7409;9806796
7410;9702485
7411;9662868
7412;9633008
7413;9507397
7414;9443832
7415;9089806
7416;8962329
7417;8944918
7418;8895012
7419;8941044
7420;8561921
7421;7659072
7422;8731576
7423;8580519
7424;7565048
7425;8058592
7426;8059587
7427;8225215
7428;8359793
7429;8277356
7430;1639179
7431;1370217
7432;1302288
7433;1295285
7434;1988266
7435;1843357
7436;1824182
7437;1821909
7438;2075258
7439;2292913
7440;2239097
7441;2643484
7442;2908873
7443;2744208
7444;2603614
7445;2525183
7446;2481374
7447;3148796
7448;3130536
7449;3453095
7450;3442180
7451;3321824
7452;34137693
7453;24415197
7454;23408952
7455;22563491
7456;19830689
7457;19003557
7458;18615449
7459;17119344
7460;17009393
7461;16125296
7462;7728901
7463;1451437
7464;17140046
7465;26928509
7466;34705959
7467;3602825
7468;40580380
7469;38992782
7470;38907968
7471;38647857
7472;38466821
7473;37216285
7474;37088364
7475;37001957
7476;36877741
7477;35797388
7478;35068124
7479;34326611
7480;34309319
7481;33882165
7482;33715945
7483;33033975
7484;32590329
7485;32578703
7486;32333096
7487;31923480
7488;31671395
7489;31549285
7490;31215179
7491;30862130
7492;30809021
7493;30767553
7494;30573256
7495;30557229
7496;30246305
7497;29694730
7498;29659366
7499;29439827
7500;29374338
7501;28463222
7502;28097854
7503;27894989
7504;27444315
7505;27422336
7506;27084508
7507;27049500
7508;26894973
7509;26826264
7510;26819519
7511;26819506
7512;26517154
7513;26219465
7514;26073681
7515;25781341
7516;25701299
7517;25595655
7518;25536654
7519;25231246
7520;25182734
7521;25147818
7522;24736269
7523;24720569
7524;24552863
7525;24418566
7526;24379606
7527;23940917
7528;23940910
7529;23940908
7530;23921603
7531;23915527
7532;23807711
7533;23650825
7534;23553458
7535;23293190
7536;23188224
7537;22967107
7538;22944333
7539;22814337
7540;22769058
7541;22616494
7542;22544068
7543;22528660
7544;22507639
7545;22453135
7546;22448721
7547;22337294
7548;22252348
7549;22218445
7550;22052406
7551;21894722
7552;21762311
7553;21591727
7554;21367634
7555;21057165
7556;21029789
7557;20919924
7558;20884299
7559;20532766
7560;20452697
7561;20345879
7562;20345510
7563;20132100
7564;20096405
7565;19962351
7566;19577120
7567;19258054
7568;19228286
7569;18837828
7570;18631935
7571;18533356
7572;18338930
7573;18095773
7574;17643778
7575;17610169
7576;17539002
7577;17340122
7578;17266557
7579;17265451
7580;17092201
7581;17060891
7582;16706071
7583;16640847
7584;16462894
7585;16293983
7586;16174415
7587;15886203
7588;15801887
7589;15664259
7590;15612637
7591;15509684
7592;15481310
7593;15390041
7594;15328662
7595;15324622
7596;15301856
7597;15115955
7598;15112350
7599;15051327
7600;14663504
7601;12898129
7602;12848999
7603;12540786
7604;12240560
7605;12192423
7606;12150004
7607;12135788
7608;12038042
7609;12036197
7610;11993723
7611;11598018
7612;11436702
7613;11390276
7614;11341650
7615;11305520
7616;11267514
7617;11188958
7618;11092995
7619;10746985
7620;10685881
7621;11102990
7622;10578383
7623;10529459
7624;10471826
7625;10398194
7626;9678897
7627;9638448
7628;9580141
7629;9511853
7630;9674192
7631;9674191
7632;9339235
7633;9031895
7634;10163550
7635;8727771
7636;8838211
7637;9137661
7638;7596353
7639;8733255
7640;7927252
7641;7735373
7642;7845382
7643;8188167
7644;7817696
7645;8325187
7646;8314497
7647;8296514
7648;8246727
7649;8215907
7650;8203183
7651;7906853
7652;1336810
7653;1406070
7654;1483484
7655;1340899
7656;1340678
7657;1340677
7658;1669564
7659;2051998
7660;1668600
7661;10149548
7662;2139566
7663;2540023
7664;3236886
7665;3134426
7666;3126619
7667;6336359
7668;39227908
7669;38612567
7670;35075112
7671;31426677
7672;30897344
7673;26890333
7674;26256905
7675;25152987
7676;24498169
7677;21858035
7678;21728823
7679;19958310
7680;17169158
7681;15743363
7682;11716532
7683;11391541
7684;41109296
7685;40557426
7686;40198179
7687;40005578
7688;39900065
7689;39399938
7690;39058378
7691;38907980
7692;38764772
7693;38652777
7694;38608750
7695;38378025
7696;38345523
7697;37881005
7698;37213003
7699;35894348
7700;35037606
7701;34993637
7702;34988643
7703;34970761
7704;34875594
7705;34633969
7706;34453819
7707;34437876
7708;34366626
7709;34147603
7710;34127376
7711;33906144
7712;32841142
7713;32215751
7714;32077610
7715;32052519
7716;31956605
7717;31551525
7718;31536177
7719;31531932
7720;31323763
7721;31267215
7722;30826251
7723;30739377
7724;30694785
7725;30496957
7726;29930465
7727;29879760
7728;29557611
7729;29427480
7730;29360073
7731;29284768
7732;29149972
7733;29133245
7734;28787218
7735;28643691
7736;28495460
7737;28440763
7738;27693222
7739;27712972
7740;27464618
7741;26795830
7742;26487329
7743;26410678
7744;26105158
7745;26100213
7746;26019029
7747;26011213
7748;25945334
7749;25909206
7750;25671839
7751;25630439
7752;25529070
7753;25431170
7754;25330761
7755;25315017
7756;25149355
7757;25087877
7758;24974268
7759;24966587
7760;24756007
7761;24552872
7762;24373073
7763;24188363
7764;24122882
7765;24118985
7766;24116927
7767;24112437
7768;24041589
7769;23650824
7770;23214356
7771;23123035
7772;23089120
7773;22876717
7774;22508549
7775;22292230
7776;22233000
7777;22231877
7778;22166568
7779;22045448
7780;22038477
7781;21889565
7782;21635973
7783;21629128
7784;21053487
7785;20888767
7786;20714004
7787;20713999
7788;20713993
7789;20446398
7790;20332549
7791;20220785
7792;20181506
7793;20134199
7794;20128898
7795;20109105
7796;19851266
7797;19800842
7798;19767834
7799;19663083
7800;19455458
7801;19406651
7802;19157382
7803;19084912
7804;19013644
7805;18697406
7806;18641875
7807;18298472
7808;17975487
7809;18023546
7810;17889807
7811;17725533
7812;17623257
7813;17608776
7814;17498261
7815;17445180
7816;17407989
7817;17285510
7818;17153763
7819;17137178
7820;17130741
7821;17112875
7822;17060881
7823;16827811
7824;16780997
7825;16706076
7826;16702862
7827;16477441
7828;16186232
7829;16178482
7830;16078991
7831;16005112
7832;15964346
7833;15745092
7834;15719386
7835;15690979
7836;15657554
7837;15462103
7838;15312126
7839;15211930
7840;15203109
7841;15094704
7842;15057154
7843;14718618
7844;12971953
7845;12929730
7846;12920992
7847;12791916
7848;12724074
7849;12436473
7850;12168966
7851;11870548
7852;11836717
7853;11825634
7854;11808420
7855;11699965
7856;11682028
7857;11595234
7858;11334726
7859;11302873
7860;11269757
7861;11188955
7862;11188907
7863;11188897
7864;10752201
7865;11074546
7866;10980536
7867;10926155
7868;10874330
7869;10831267
7870;10673309
7871;10650257
7872;10481620
7873;10432047
7874;10355484
7875;10228836
7876;10219840
7877;9929725
7878;9799822
7879;9773155
7880;9764991
7881;9736819
7882;9713096
7883;9615892
7884;9352304
7885;9280615
7886;9097267
7887;9435368
7888;8985265
7889;8915733
7890;8969046
7891;8724027
7892;8998370
7893;8750687
7894;8690256
7895;8548476
7896;7860360
7897;8200262
7898;8299235
7899;8024469
7900;7990681
7901;7785401
7902;8303091
7903;8210559
7904;1395994
7905;1340828
7906;1337455
7907;1649694
7908;1654601
7909;2167827
7910;2362277
7911;2346686
7912;2135566
7913;2095098
7914;2079567
7915;2559756
7916;2495298
7917;2481375
7918;3290419
7919;3501908
7920;2825150
7921;33193292
7922;27783986
7923;26551914
7924;25469885
7925;24382264
7926;24113459
7927;17997497
7928;17876871
7929;11013452
7930;1781034
7931;4789187
7932;20373451
7933;41046007
7934;40591742
7935;39928808
7936;38683520
7937;38392872
7938;38368823
7939;38278704
7940;37956711
7941;36575946
7942;36378196
7943;35882591
7944;35485257
7945;35068134
7946;34954071
7947;34932399
7948;34397641
7949;34313477
7950;33458995
7951;33399805
7952;33220273
7953;33048791
7954;32399926
7955;32068148
7956;31487249
7957;31477533
7958;31456253
7959;30887299
7960;30844345
7961;30825498
7962;30767751
7963;30393187
7964;30301668
7965;30125260
7966;29658823
7967;29574386
7968;29496466
7969;29476795
7970;29224053
7971;28988669
7972;28734749
7973;28696154
7974;28643692
7975;28497648
7976;28065525
7977;27895414
7978;27876093
7979;27774885
7980;27766595
7981;27159457
7982;26308577
7983;26074140
7984;25846032
7985;25637892
7986;25573404
7987;25563142
7988;25473152
7989;25244642
7990;25099365
7991;25098191
7992;24942073
7993;24913395
7994;24841973
7995;24736611
7996;24556267
7997;24547916
7998;24378264
7999;24210114
8000;24124108
8001;24018506
8002;23881839
8003;23792123
8004;23650837
8005;23522335
8006;23510193
8007;23498827
8008;23224309
8009;23190413
8010;23111582
8011;23053454
8012;22876712
8013;22699373
8014;22657581
8015;22292234
8016;22232996
8017;22201739
8018;22169772
8019;22104638
8020;22020160
8021;21886007
8022;21770423
8023;21696601
8024;21604970
8025;21566248
8026;21384506
8027;21366935
8028;21167645
8029;21154033
8030;20813796
8031;20672192
8032;20544139
8033;20195189
8034;20178254
8035;19959042
8036;19954294
8037;19735179
8038;19656461
8039;19543290
8040;19394239
8041;19268000
8042;19028528
8043;18783689
8044;18719189
8045;18607114
8046;18376363
8047;18338933
8048;18191431
8049;18161937
8050;18066970
8051;18050365
8052;18007552
8053;17686906
8054;17676386
8055;17613350
8056;17449115
8057;17324606
8058;17230036
8059;17151585
8060;17119682
8061;16884836
8062;16854192
8063;16809922
8064;16757620
8065;16489183
8066;16356162
8067;16309571
8068;16288499
8069;16188254
8070;16107174
8071;16042142
8072;15914850
8073;15693716
8074;15560544
8075;15390304
8076;15375780
8077;15336346
8078;15014001
8079;15002906
8080;14747025
8081;14717524
8082;14700541
8083;12899439
8084;12823422
8085;12643615
8086;12385584
8087;12150007
8088;12141873
8089;12136694
8090;12058585
8091;11924931
8092;11849838
8093;11758605
8094;11721327
8095;11711510
8096;11687313
8097;11499713
8098;11139214
8099;11086516
8100;10953986
8101;10925983
8102;10902278
8103;10860855
8104;10699779
8105;10347683
8106;10190729
8107;10082406
8108;10068100
8109;10063927
8110;9811064
8111;9649644
8112;9614929
8113;9587654
8114;9509561
8115;9251089
8116;9049196
8117;9674228
8118;9674222
8119;9504179
8120;11361493
8121;8780575
8122;9025842
8123;8623379
8124;7473562
8125;8538696
8126;7790707
8127;8731582
8128;8600703
8129;8525763
8130;7493304
8131;8023344
8132;8285853
8133;8249531
8134;8203186
8135;8084245
8136;1340826
